Overall Accuracy: 99.97551620011426
Class 1 Accuracy: 99.98073217726397
Class 2 Accuracy: 99.97411472354524
Predict	Actual	Dist. from plane
2	2	7.04854
1	1	-3.52596
2	2	6.84805
2	2	6.24334
1	1	-2.80332
1	1	-7.46731
1	1	-2.30011
2	2	6.28934
1	1	-0.84242
2	2	10.94961
1	1	-2.92373
2	2	6.54057
2	2	6.67366
2	2	6.24333
1	1	-2.52706
2	2	6.58550
2	2	6.24343
1	1	-2.05629
2	2	6.26129
2	2	6.79004
1	1	-3.69225
1	1	-2.05629
2	2	6.98780
2	2	6.24335
2	2	6.31259
2	2	6.91354
2	2	6.95219
2	2	7.04933
1	1	-5.11214
2	2	6.25212
2	2	7.08155
1	1	-3.96834
2	2	7.17729
1	1	-2.51000
2	2	7.08155
2	2	8.05363
2	2	6.24334
1	1	-2.18751
1	1	-3.36207
2	2	6.91355
2	2	7.22849
2	2	6.26176
2	2	6.72528
1	1	-2.08725
1	1	-2.95860
2	2	6.42709
2	2	6.24836
2	2	6.26887
1	1	-4.18549
2	2	7.35469
2	2	6.88581
2	2	8.52854
2	2	7.42297
2	2	6.78506
2	2	8.29960
2	2	9.90355
2	2	6.28588
2	2	6.81805
2	2	6.24857
2	2	6.24333
2	2	6.25907
2	2	6.88991
2	2	6.72804
1	1	-3.12007
2	2	9.10817
1	1	-3.18367
2	2	6.91355
1	1	-3.28273
2	2	7.13692
2	2	5.61133
2	2	6.59697
2	2	6.27130
2	2	7.12299
2	2	6.72924
2	2	6.25540
2	2	6.90888
2	2	6.72254
2	2	7.16828
2	2	6.70000
2	2	6.61968
2	2	7.03962
2	2	7.23856
2	2	7.00865
2	2	6.25455
2	2	6.92638
2	2	6.49126
2	2	6.24337
2	2	6.24477
2	2	6.85142
2	2	6.57359
2	2	6.29530
2	2	6.24371
1	1	-3.28195
1	1	-3.25775
2	2	6.24337
2	2	6.90913
2	2	6.64393
2	2	6.26109
2	2	6.26266
1	1	-3.12112
1	1	-2.35409
1	1	-2.78718
2	2	6.25609
1	1	-3.41369
2	2	6.24339
2	2	6.24821
1	1	-3.76905
2	2	6.24349
2	2	6.59598
2	2	6.24348
2	2	7.00790
2	2	6.25705
2	2	6.24558
2	2	6.27954
2	2	6.24339
1	1	-4.29910
2	2	6.85252
2	2	7.00871
2	2	6.85672
1	1	-3.39653
2	2	7.76239
2	2	6.77954
2	2	6.73324
2	2	6.97351
2	2	6.26747
2	2	6.28616
1	1	-3.65104
1	1	-3.89932
2	2	6.24341
1	1	-3.98850
2	2	6.89655
2	2	6.24375
2	2	6.24560
2	2	6.24333
2	2	0.31620
2	2	6.27622
2	2	6.79300
2	2	6.91186
1	1	-2.19725
2	2	6.24450
1	1	-2.95673
2	2	6.24338
2	2	6.30844
2	2	6.67235
2	2	6.26706
2	2	7.13692
2	2	6.25802
2	2	6.26561
2	2	6.24542
1	1	-2.05629
2	2	7.28718
2	2	6.49252
1	1	-2.23069
2	2	6.38850
2	2	7.11727
1	1	-4.19094
1	1	-4.23812
2	2	6.25500
2	2	6.35868
1	1	-3.49078
2	2	6.66000
2	2	6.72528
1	1	-7.14267
2	2	6.25515
2	2	6.71038
1	1	-3.86834
2	2	7.17370
1	1	-3.38040
2	2	6.90730
2	2	6.79229
2	2	6.46191
2	2	7.17699
1	1	-2.64442
2	2	9.16235
2	2	7.43544
2	2	6.24335
2	2	7.48679
2	2	6.90094
2	2	6.53627
2	2	7.17400
2	2	6.89655
1	1	-4.40595
2	2	6.26561
1	1	-3.43981
1	1	-1.16428
2	2	7.83883
2	2	6.80317
2	2	6.27535
1	1	-3.58306
1	1	-2.29242
1	1	-2.36890
2	2	7.58850
2	2	6.67809
1	1	-3.48213
2	2	6.66206
2	2	6.24336
2	2	6.24345
1	1	-3.57647
1	1	-3.30432
2	2	6.59378
2	2	6.50289
2	2	6.54750
2	2	6.26710
2	2	6.24742
2	2	6.27298
1	1	-3.84797
1	1	-2.31271
1	1	-2.57397
2	2	6.24346
2	2	6.85252
2	2	6.19107
1	1	-3.40169
2	2	6.72722
2	2	7.09259
2	2	2.88057
2	2	9.29670
2	2	6.46800
2	2	6.61961
2	2	6.24335
1	1	-4.49781
2	2	6.73420
2	2	6.24337
2	2	6.24333
2	2	6.63298
1	1	-3.09935
2	2	6.57409
2	2	6.24333
2	2	7.07267
1	1	-4.24231
2	2	7.07095
2	2	5.47095
2	2	6.27156
1	1	-3.45981
2	2	6.57373
2	2	6.97189
1	1	-5.10886
2	2	11.13449
2	2	6.89655
2	2	6.60434
2	2	6.24429
2	2	6.69950
1	1	-2.87935
1	1	-2.46723
2	2	6.27470
2	2	6.24336
1	1	-1.03951
2	2	6.33939
2	2	6.60620
2	2	6.44257
1	1	-3.34342
1	1	-2.94906
2	2	6.54872
2	2	11.09267
2	2	6.69795
1	1	-4.29910
2	2	6.26399
2	2	6.26048
2	2	6.79004
1	1	-2.97318
2	2	6.24431
2	2	6.24405
2	2	6.69795
2	2	6.24333
2	2	7.04258
1	1	-4.43915
2	2	6.78232
2	2	6.88196
2	2	7.23104
1	1	-2.44877
2	2	8.60704
2	2	6.24363
2	2	7.11878
2	2	6.89655
2	2	6.72528
1	1	-2.67167
2	2	6.85206
2	2	6.94212
2	2	7.13692
2	2	6.24335
2	2	6.24339
1	1	-3.91270
1	1	-3.79148
2	2	6.93142
2	2	7.13172
1	1	-7.06449
1	1	-3.62504
2	2	8.60704
2	2	6.73324
2	2	6.24335
2	2	7.02045
2	2	7.13692
2	2	6.28498
2	2	6.24334
2	2	6.26240
2	2	6.24344
2	2	6.44134
2	2	6.88172
2	2	6.60620
2	2	6.25314
2	2	6.80850
2	2	6.50097
1	1	-4.19477
2	2	6.86220
2	2	6.58089
1	1	-1.59352
2	2	6.25966
2	2	7.16163
2	2	6.59957
1	1	-2.59906
2	2	6.88259
2	2	6.26890
2	2	6.24368
2	2	6.24344
1	1	-3.08840
2	2	6.66629
2	2	6.51654
1	1	-4.98606
2	2	6.90745
2	2	6.29051
2	2	6.85669
2	2	6.24334
2	2	7.25612
2	2	6.31154
2	2	6.24335
2	2	6.24355
2	2	6.24335
2	2	6.24336
1	1	-2.21011
2	2	6.27425
2	2	6.24334
2	2	6.72528
2	2	6.78904
1	1	-2.43925
2	2	6.66206
2	2	6.73647
2	2	6.86714
2	2	6.24344
2	2	6.29665
2	2	12.01494
2	2	7.84989
2	2	6.24345
2	2	6.61968
1	1	-3.77832
2	2	6.24352
1	1	-3.64632
2	2	7.48824
2	2	6.67761
2	2	6.24455
2	2	7.39728
2	2	6.72254
2	2	6.24431
2	2	7.05030
2	2	7.15619
2	2	6.27003
2	2	6.29287
2	2	7.43405
2	2	6.24464
2	2	6.65847
1	1	-1.99466
1	1	-2.03255
1	1	-4.18857
2	2	6.89655
2	2	9.41830
2	2	7.01257
2	2	7.04854
1	1	-1.68010
2	2	6.26792
2	2	6.39801
2	2	6.71957
1	1	-2.77397
2	2	6.78440
2	2	7.11384
2	2	6.24334
2	2	6.64393
2	2	6.78440
2	2	6.26561
2	2	6.90836
2	2	6.66206
2	2	6.85252
2	2	6.88581
2	2	6.24340
1	1	-3.53059
2	2	5.81777
1	1	-2.30942
2	2	6.61233
2	2	6.94399
2	2	6.24841
2	2	6.30234
1	1	-3.36288
2	2	6.24338
2	2	6.61441
1	1	-4.40576
1	1	-2.20417
2	2	6.25692
2	2	7.15686
1	1	-3.31509
1	1	-3.52596
2	2	6.91355
1	1	-2.30598
2	2	6.24405
2	2	6.04318
2	2	6.26041
1	1	-2.38113
2	2	6.11414
2	2	6.72965
2	2	6.32165
2	2	6.24334
2	2	6.24335
2	2	6.56629
2	2	8.52332
2	2	6.24472
2	2	6.44739
2	2	6.61441
2	2	6.24334
2	2	6.66147
2	2	7.34636
2	2	6.24340
1	1	-3.10899
2	2	6.55303
2	2	6.52205
2	2	6.67801
2	2	7.31737
2	2	6.92638
2	2	7.32535
2	2	7.40333
1	1	-3.07585
2	2	7.04550
2	2	6.24442
2	2	6.34799
2	2	2.42740
1	1	-2.47653
2	2	6.26887
2	2	6.89869
1	1	-7.79061
2	2	6.72254
1	1	-4.82334
2	2	6.24382
1	1	-2.93475
2	2	6.25164
2	2	6.26716
2	2	7.13692
2	2	6.77880
2	2	6.61441
2	2	7.24092
1	1	-2.08003
2	2	6.14946
2	2	8.21522
2	2	7.34636
2	2	6.96441
1	1	-3.16166
2	2	6.26015
2	2	6.52162
2	2	6.62700
2	2	6.67366
2	2	6.96524
1	1	-3.40881
2	2	6.61075
1	1	-3.58738
2	2	6.83507
2	2	6.85622
2	2	7.06878
2	2	6.40033
1	1	-3.50157
2	2	6.83837
1	1	-1.76040
1	1	-3.54152
1	1	-2.87584
2	2	6.76044
2	2	6.27666
1	1	-4.97173
2	2	6.88747
2	2	6.72528
2	2	6.29122
2	2	8.21851
2	2	10.78790
2	2	9.82727
2	2	6.91783
1	1	-4.18912
2	2	6.36513
2	2	6.24335
2	2	6.43879
2	2	6.24338
2	2	7.81533
2	2	7.14176
2	2	7.61133
2	2	6.72264
2	2	7.53215
2	2	6.77294
2	2	6.35895
2	2	6.50289
2	2	6.61968
2	2	6.97351
2	2	6.60620
2	2	7.67331
2	2	6.26000
2	2	6.33396
2	2	7.21958
2	2	7.02874
2	2	6.24405
2	2	6.53374
2	2	6.26769
2	2	6.24452
1	1	-2.21837
2	2	7.05158
2	2	6.84959
2	2	6.24343
1	1	-2.55829
2	2	6.72067
2	2	6.24992
2	2	7.73709
1	1	-3.68301
2	2	6.24335
2	2	6.24344
1	1	-5.80412
2	2	6.28073
2	2	7.13692
2	2	6.52704
2	2	7.13671
2	2	6.93329
1	1	-3.66435
2	2	6.30527
2	2	7.03105
2	2	6.42417
1	1	-3.08016
2	2	6.85252
2	2	6.26287
2	2	6.27644
1	1	-3.07784
2	2	6.25830
2	2	6.72722
2	2	8.35556
2	2	6.89655
2	2	6.84959
2	2	6.59378
2	2	6.36209
1	1	-3.39653
2	2	6.27985
1	1	-3.08781
2	2	7.03427
2	2	6.26499
2	2	6.27314
1	1	-2.38357
2	2	6.68390
2	2	6.26561
1	1	-2.85622
1	1	-3.49621
1	1	-4.15071
2	2	6.97768
2	2	4.70716
2	2	6.44108
2	2	6.74681
2	2	6.85252
2	2	6.85672
2	2	6.24389
2	2	6.86794
2	2	7.57038
2	2	6.25820
2	2	6.29051
1	1	-2.04725
2	2	6.24480
2	2	6.24344
2	2	7.08155
2	2	6.73277
1	1	-6.86781
2	2	6.26951
2	2	6.38344
2	2	6.85252
2	2	6.88581
2	2	6.49650
2	2	7.12979
2	2	8.63196
2	2	6.24339
2	2	6.62700
2	2	6.24336
2	2	6.29051
2	2	12.02548
2	2	6.71767
2	2	6.37070
2	2	6.24370
2	2	6.90320
2	2	8.56506
2	2	6.50892
2	2	6.24610
1	1	-2.11913
1	1	-3.75064
2	2	6.29751
2	2	6.41329
2	2	7.07020
2	2	6.76997
2	2	6.68427
2	2	6.25802
2	2	6.24472
1	1	-2.44301
2	2	6.73518
2	2	6.66521
2	2	6.67761
2	2	7.02464
1	1	-1.74381
2	2	12.00539
2	2	6.27031
2	2	6.95537
2	2	6.25303
2	2	6.25543
2	2	6.25171
2	2	6.88950
2	2	7.04414
2	2	6.77648
1	1	-3.47219
2	2	6.24337
1	1	-2.54609
2	2	6.53090
2	2	6.24413
1	1	-3.35616
2	2	7.15768
2	2	6.95308
2	2	6.77648
2	2	6.26720
2	2	6.35698
2	2	3.46274
2	2	8.35214
2	2	6.57747
2	2	6.82276
1	1	-3.87501
2	2	6.88991
1	1	-5.17982
2	2	6.25368
2	2	8.88146
2	2	6.24374
2	2	6.26561
2	2	6.27047
2	2	8.39821
2	2	6.26436
2	2	6.27225
2	2	7.17404
2	2	6.86493
2	2	6.30215
1	1	-3.27081
2	2	6.56805
2	2	6.73420
2	2	6.88581
2	2	10.90279
2	2	7.13692
1	1	-4.39343
2	2	6.66000
2	2	6.29051
2	2	6.88091
2	2	6.63657
1	1	-4.06845
2	2	6.73420
2	2	6.63557
2	2	6.32814
2	2	6.24343
2	2	6.24334
2	2	6.97066
2	2	6.36651
2	2	6.73324
2	2	6.26922
2	2	6.35976
2	2	7.01257
1	1	-3.90518
2	2	6.91186
1	1	-2.71349
2	2	6.27588
2	2	6.26421
2	2	6.32597
2	2	7.27519
2	2	6.82553
2	2	6.59378
2	2	7.08155
2	2	6.27848
2	2	7.05951
2	2	6.24335
2	2	7.41841
2	2	7.03962
2	2	6.66076
2	2	6.24415
2	2	7.08155
2	2	6.79960
2	2	7.12979
2	2	6.27380
2	2	6.29997
2	2	6.90320
2	2	7.53700
1	1	-3.85482
2	2	7.03922
2	2	6.24335
2	2	6.24434
1	1	-3.53681
2	2	6.85672
2	2	6.29530
2	2	6.26645
1	1	-3.14132
2	2	6.85622
2	2	6.27155
2	2	6.39004
2	2	6.24349
2	2	7.36629
2	2	6.24336
2	2	7.96187
1	1	-2.68509
2	2	7.37070
1	1	-3.89975
2	2	6.91186
2	2	7.44629
2	2	6.62700
2	2	6.25738
2	2	6.88950
1	1	-2.53991
2	2	6.65705
1	1	-3.52137
2	2	6.24334
2	2	6.25790
2	2	6.24994
2	2	6.96314
2	2	6.58903
2	2	6.97833
2	2	6.27174
2	2	6.97768
2	2	11.11524
2	2	8.96731
2	2	7.07062
1	1	-2.31691
2	2	6.24334
1	1	-1.60595
2	2	7.11878
2	2	6.59719
2	2	6.27736
1	1	-2.69353
2	2	6.25738
2	2	6.26838
2	2	6.25264
2	2	6.85672
2	2	9.16431
2	2	6.24333
1	1	-3.70204
2	2	6.65684
1	1	-4.40595
2	2	6.24334
2	2	6.25513
2	2	6.84805
2	2	7.81295
2	2	6.64484
2	2	6.58330
2	2	6.84219
2	2	6.88699
2	2	6.26112
2	2	6.83934
1	1	-3.12540
2	2	6.25818
2	2	7.37070
1	1	-3.24792
2	2	7.04258
2	2	7.17729
2	2	8.78640
2	2	6.36761
2	2	6.65684
1	1	-2.12066
2	2	6.93595
2	2	7.00614
2	2	6.84219
1	1	-1.38817
1	1	-3.65003
1	1	-3.13651
1	1	-3.87953
2	2	6.24998
2	2	7.18455
2	2	6.66206
2	2	6.24336
1	1	-4.44417
1	1	-3.39800
1	1	-4.38114
2	2	6.27168
2	2	6.24335
2	2	6.85622
2	2	7.24670
2	2	6.79673
1	1	-3.89990
2	2	6.24821
1	1	-2.36317
2	2	7.17989
2	2	8.78640
2	2	6.31895
2	2	7.08155
2	2	6.62426
2	2	6.92164
1	1	-2.90749
2	2	6.91601
2	2	6.24381
1	1	-1.88135
2	2	6.88581
2	2	7.44800
2	2	10.38070
2	2	6.38938
2	2	6.24533
2	2	7.35469
1	1	-6.26466
1	1	-3.20899
2	2	6.24346
2	2	6.27676
2	2	6.25883
2	2	6.67761
1	1	-3.37374
2	2	6.66500
2	2	7.04213
2	2	6.89655
2	2	6.53439
1	1	-2.88787
2	2	6.27423
2	2	6.24335
2	2	6.85252
2	2	7.16246
2	2	6.24336
2	2	6.91783
1	1	-2.81128
1	1	-2.84318
2	2	6.48649
1	1	-1.84679
2	2	6.26266
2	2	6.61233
2	2	6.64478
2	2	6.82553
2	2	6.88581
2	2	6.24486
2	2	6.25289
1	1	-3.34517
1	1	-2.63985
1	1	-1.82236
2	2	7.51321
2	2	6.63086
2	2	6.94982
2	2	6.66206
2	2	6.82553
1	1	-2.85622
2	2	6.24947
2	2	6.84959
2	2	12.54155
2	2	6.24442
2	2	6.31895
2	2	7.04613
2	2	6.38902
2	2	7.32651
2	2	6.66206
2	2	6.73324
2	2	6.24338
2	2	6.24992
2	2	9.06733
2	2	6.67091
2	2	6.54307
2	2	6.24907
2	2	6.96906
2	2	6.62889
2	2	6.64484
1	1	-4.31636
2	2	3.56362
2	2	7.49380
1	1	-3.56142
2	2	6.58802
2	2	6.24351
2	2	7.02753
2	2	6.48352
2	2	6.24333
2	2	6.24342
2	2	6.25600
2	2	6.85252
1	1	-4.10989
2	2	6.24334
2	2	6.65074
2	2	6.73324
2	2	6.24341
2	2	6.91186
1	1	-3.19643
2	2	6.25264
1	1	-2.72961
2	2	6.72254
1	1	-2.82587
2	2	6.57528
1	1	-3.74205
2	2	6.47598
2	2	7.04164
2	2	6.62503
2	2	6.24405
2	2	6.24338
2	2	6.27156
2	2	6.24334
2	2	3.67593
2	2	6.58978
2	2	6.60434
2	2	6.72681
2	2	6.84219
1	1	-3.94176
2	2	6.24342
2	2	7.04481
1	1	-2.75818
1	1	-2.21565
2	2	6.91355
2	2	7.44055
2	2	7.00871
2	2	6.62875
2	2	6.37282
2	2	6.30641
2	2	6.89869
1	2	-3.27368
2	2	3.70592
2	2	6.77703
1	1	-3.42419
2	2	6.25842
1	1	-3.41273
2	2	5.73356
2	2	6.24597
2	2	11.31839
2	2	6.98803
1	1	-1.70968
1	1	-3.80533
2	2	10.46001
2	2	6.68824
2	2	6.50719
2	2	6.24344
1	1	-1.39043
2	2	6.24671
2	2	6.24347
1	1	-3.38455
2	2	6.90664
2	2	6.68751
2	2	6.54971
2	2	6.24334
2	2	7.78242
2	2	7.03922
1	1	-2.49953
1	1	-2.82660
2	2	6.26630
2	2	6.24340
1	1	-3.50157
1	1	-4.65977
2	2	6.74452
2	2	7.04652
2	2	6.89975
2	2	6.46119
1	1	-2.64202
2	2	8.00617
2	2	6.24407
2	2	6.24742
2	2	7.07112
2	2	7.08155
2	2	6.68457
2	2	6.24335
2	2	3.16661
2	2	5.45279
2	2	6.27384
2	2	6.25606
2	2	6.89655
2	2	6.94671
2	2	6.24337
2	2	6.25276
1	1	-2.08162
2	2	6.24393
2	2	6.26931
2	2	7.94095
2	2	6.78232
2	2	7.78627
2	2	6.35224
2	2	6.59378
2	2	6.72528
2	2	6.39439
1	1	-2.03769
2	2	6.70933
2	2	6.60856
1	1	-3.94438
2	2	6.94671
2	2	7.11743
1	1	-2.84745
2	2	7.15619
2	2	4.77746
2	2	7.03962
2	2	6.60434
2	2	6.86106
2	2	6.27752
2	2	6.37449
2	2	6.24334
2	2	6.78846
1	1	-1.23206
2	2	6.61968
2	2	6.97328
2	2	6.58169
2	2	6.24335
2	2	6.24335
2	2	6.67171
2	2	6.66647
1	1	-2.05201
2	2	6.24334
2	2	6.58903
2	2	6.62428
2	2	7.03922
2	2	6.61346
2	2	6.24422
2	2	6.94671
1	1	-4.05233
2	2	6.67235
2	2	6.37912
2	2	7.03962
1	1	-3.68865
2	2	8.56621
1	1	-2.22629
2	2	6.27914
1	1	-3.06591
1	1	-3.78984
1	1	-1.50676
2	2	7.04475
1	1	-2.45856
1	1	-2.31584
2	2	6.24686
2	2	6.26887
1	1	-3.23206
2	2	6.59957
2	2	6.24339
1	1	-4.29991
2	2	7.42758
2	2	6.24343
1	1	-2.32290
2	2	6.89869
1	1	-3.51657
2	2	8.60704
2	2	6.41529
1	1	-1.47302
2	2	6.30934
2	2	7.04988
1	1	-2.34056
2	2	7.11878
2	2	6.78232
2	2	6.70310
2	2	6.63547
2	2	6.24342
2	2	7.13692
2	2	6.98146
2	2	6.69192
2	2	6.78432
2	2	6.51984
2	2	6.63547
2	2	7.36279
2	2	6.24732
2	2	6.66835
2	2	6.72528
2	2	7.34044
2	2	6.88581
2	2	6.25300
2	2	6.72528
1	1	-2.62279
2	2	6.26071
2	2	6.94399
2	2	6.76063
2	2	6.24333
1	1	-3.47676
2	2	6.90836
2	2	6.68330
2	2	6.27298
2	2	6.58669
1	1	-3.23598
2	2	7.00450
2	2	7.03680
2	2	6.62152
1	1	-5.55058
2	2	6.97066
2	2	6.77784
2	2	6.86551
1	1	-4.58171
2	2	6.73420
2	2	6.25543
2	2	6.49150
2	2	6.33529
2	2	6.27125
2	2	6.68584
2	2	6.26205
1	1	-3.97050
1	1	-2.89554
2	2	6.88950
2	2	6.98492
2	2	6.61968
2	2	6.27131
1	1	-1.69276
2	2	6.44491
2	2	6.24339
1	1	-3.46031
1	1	-2.80930
2	2	6.24364
2	2	6.94399
2	2	6.27298
2	2	6.24334
2	2	6.28123
2	2	6.27298
2	2	6.31107
1	1	-3.62631
1	1	-3.85319
2	2	6.82510
2	2	7.15619
2	2	6.24508
2	2	6.88196
2	2	6.27102
2	2	6.24338
1	1	-3.97791
1	1	-5.56676
2	2	6.56805
1	1	-1.99928
1	1	-0.99971
2	2	6.60620
2	2	6.24372
2	2	6.26404
2	2	6.24334
2	2	7.28254
2	2	7.00871
2	2	6.26930
2	2	6.39539
2	2	5.15095
1	1	-4.24435
2	2	6.25956
2	2	6.25972
2	2	6.70933
2	2	7.08155
1	1	-2.72348
2	2	6.24334
2	2	6.25430
2	2	6.37972
1	1	-1.49811
2	2	6.24346
2	2	6.27840
2	2	6.88172
2	2	6.67809
1	1	-2.92307
2	2	6.97833
1	1	-3.81764
2	2	6.27535
2	2	6.24342
2	2	6.99816
2	2	6.24835
2	2	6.88581
1	1	-3.16682
2	2	6.29545
2	2	6.78232
1	1	-2.03208
2	2	7.14559
1	1	-4.22458
1	1	-3.51256
1	1	-3.73340
2	2	6.25653
2	2	6.47087
1	1	-3.31637
2	2	6.54226
2	2	6.26774
2	2	6.62699
1	1	-2.80268
2	2	6.24400
2	2	7.52385
1	1	-3.33422
2	2	6.24360
1	1	-2.73091
2	2	6.85672
1	1	-2.44301
2	2	6.75141
2	2	6.63547
2	2	6.24344
2	2	6.33261
2	2	6.27155
2	2	6.55428
2	2	6.91186
2	2	6.28691
2	2	6.69515
1	1	-4.61706
2	2	2.74177
2	2	6.64484
2	2	6.83934
2	2	6.92333
2	2	6.77784
2	2	6.73263
2	2	7.65874
2	2	6.89655
2	2	5.05360
2	2	6.24341
2	2	6.24336
1	1	-3.29707
2	2	6.84959
2	2	6.73439
1	1	-3.69362
1	1	-3.02398
2	2	6.36409
2	2	6.81763
2	2	6.25840
1	1	-3.47304
2	2	6.35770
1	1	-2.73142
2	2	9.69386
2	2	6.85867
2	2	6.67100
2	2	6.84805
2	2	6.63806
2	2	6.54380
2	2	7.30584
2	2	6.67761
2	2	6.24480
2	2	6.26492
2	2	6.96892
1	1	-3.30432
2	2	6.26747
2	2	6.65691
2	2	6.29428
2	2	6.58802
1	1	-3.93226
2	2	4.77452
1	1	-3.10507
2	2	6.24335
1	1	-3.01516
2	2	6.70456
2	2	10.15949
2	2	6.76270
2	2	6.26042
2	2	6.39754
2	2	6.34553
2	2	6.24441
2	2	7.42758
1	1	-2.17807
2	2	6.88581
2	2	6.26645
1	1	-2.05526
2	2	7.17989
2	2	6.30014
1	1	-2.65063
2	2	6.24442
2	2	6.24338
2	2	6.72965
2	2	6.48854
2	2	6.58169
2	2	6.65074
2	2	6.73324
2	2	6.72363
2	2	6.59589
2	2	6.91538
2	2	6.78232
2	2	6.24333
2	2	6.33196
2	2	6.53826
1	1	-2.51169
2	2	7.13692
1	1	-2.50726
2	2	7.28066
2	2	6.48906
2	2	6.65684
2	2	7.07267
1	1	-2.96805
2	2	6.25748
2	2	6.79442
2	2	6.86096
2	2	6.50992
2	2	6.53090
2	2	6.27156
2	2	6.97833
2	2	6.53267
2	2	6.89586
2	2	7.34044
2	2	6.73263
2	2	6.24357
2	2	6.83369
1	1	-3.29994
1	1	-4.10700
2	2	11.27566
1	1	-3.73349
1	1	-3.04957
2	2	6.41828
1	1	-2.16398
1	1	-4.19477
2	2	6.67507
1	1	-3.17863
2	2	6.25668
2	2	6.24334
2	2	6.24502
2	2	6.24472
2	2	6.76686
2	2	6.67235
2	2	6.97455
2	2	6.48184
2	2	7.07020
2	2	6.32908
2	2	7.86014
2	2	7.28066
1	1	-4.35807
2	2	6.91783
2	2	6.64484
2	2	6.32258
2	2	6.73324
2	2	6.24337
2	2	7.04475
1	1	-4.16467
2	2	6.33860
1	1	-2.88875
1	1	-5.61587
2	2	6.65684
2	2	6.54433
2	2	6.31936
1	1	-2.91680
2	2	6.24341
2	2	6.85634
2	2	6.27693
2	2	6.97877
2	2	6.28422
2	2	6.24335
2	2	6.26438
2	2	6.26948
2	2	6.66206
2	2	7.13692
2	2	6.43768
1	1	-3.67842
2	2	12.11679
2	2	6.24334
2	2	6.67091
1	1	-2.10462
1	1	-2.92427
2	2	6.25264
2	2	7.08155
2	2	6.85867
2	2	6.26792
2	2	6.46811
2	2	6.65684
2	2	7.03406
1	1	-3.79661
2	2	6.58495
2	2	6.24335
1	1	-2.64671
2	2	6.72286
2	2	8.58621
2	2	6.73439
2	2	6.85634
2	2	6.24335
2	2	7.18455
2	2	7.06233
1	1	-5.45925
2	2	6.70933
2	2	7.08155
2	2	6.24339
2	2	6.68628
2	2	6.26790
2	2	6.25263
2	2	6.24351
1	1	-2.71730
2	2	6.38173
1	1	-2.91218
2	2	6.82553
2	2	6.73324
2	2	7.08155
2	2	4.66178
1	1	-2.51763
2	2	6.28165
2	2	6.66500
1	1	-2.12580
2	2	6.85672
2	2	6.70415
2	2	6.53090
2	2	7.68954
2	2	6.26906
2	2	4.92377
2	2	7.64480
2	2	6.27573
2	2	6.65485
1	1	-7.09077
2	2	4.95617
2	2	6.27102
2	2	7.72253
1	1	-2.84869
2	2	6.70352
2	2	6.88172
2	2	9.85117
2	2	6.33030
2	2	7.19162
1	1	-3.52123
2	2	6.26576
1	1	-3.68373
2	2	6.66945
1	1	-2.78795
2	2	6.57634
2	2	6.77393
1	1	-2.89426
2	2	6.61441
2	2	6.70933
2	2	6.25979
2	2	6.63547
1	1	-3.57768
2	2	6.48914
2	2	6.24412
2	2	6.89869
2	2	7.21150
2	2	6.35556
1	1	-1.27785
2	2	6.88581
2	2	6.54290
2	2	7.20139
2	2	6.24354
2	2	6.31642
2	2	7.11803
1	1	-3.46534
2	2	6.64246
2	2	6.78232
2	2	6.70618
2	2	6.87916
2	2	6.24374
1	1	-2.78633
2	2	6.89655
2	2	6.27655
1	1	-2.93597
2	2	6.47881
1	1	-2.56963
2	2	6.24437
1	1	-3.05639
2	2	6.34011
2	2	6.50806
2	2	7.79156
2	2	6.39958
1	1	-3.38793
1	1	-3.50130
2	2	6.96906
2	2	6.90836
1	1	-4.11234
1	1	-2.71410
1	1	-4.36425
1	1	-6.78194
1	1	-3.02661
2	2	6.25526
2	2	6.88581
2	2	6.61968
2	2	6.24347
2	2	6.90836
2	2	6.25920
2	2	7.00865
2	2	6.96314
2	2	6.73324
2	2	6.67366
2	2	6.85545
2	2	6.44491
2	2	7.33818
2	2	7.07020
2	2	8.14049
2	2	6.58948
2	2	6.93142
2	2	6.27084
2	2	6.73082
1	1	-2.81307
1	1	-3.19961
2	2	7.01094
2	2	6.24334
2	2	7.45469
2	2	6.61961
1	1	-2.22477
2	2	6.63271
2	2	7.64632
2	2	2.18769
2	2	6.64484
2	2	7.03335
2	2	6.24333
2	2	6.72965
2	2	6.96202
2	2	6.44798
2	2	7.03338
2	2	6.24678
2	2	6.88091
2	2	6.54730
2	2	7.92002
2	2	6.24353
2	2	6.88581
2	2	6.72254
2	2	6.25957
1	1	-3.24236
1	1	-1.00267
2	2	6.29471
2	2	6.93595
2	2	6.24336
2	2	6.63355
2	2	6.26747
2	2	6.85252
2	2	6.24334
2	2	7.04185
2	2	6.90380
2	2	7.08155
2	2	6.59957
1	1	-3.55650
2	2	7.11803
2	2	6.24480
1	1	-1.92847
1	1	-5.26183
2	2	6.24431
1	1	-4.00274
2	2	6.76935
2	2	6.32090
2	2	6.24411
2	2	6.77703
2	2	6.26917
1	1	-3.44205
1	1	-3.22840
2	2	6.73324
1	1	-2.82176
2	2	12.17540
2	2	6.49150
2	2	6.30416
1	1	-3.45024
2	2	6.94671
2	2	6.85622
2	2	6.24357
2	2	6.64476
1	1	-2.78215
2	2	7.13671
2	2	6.63870
2	2	6.66206
2	2	6.73263
2	2	6.71957
2	2	6.24342
2	2	6.91186
2	2	10.90279
1	1	-2.36722
